PING 192.168.80.2 (192.168.80.2) 56(84) bytes of data.
64 bytes from 192.168.80.2: icmp_seq=1 ttl=63 time=0.031 ms
64 bytes from 192.168.80.2: icmp_seq=2 ttl=63 time=94.8 ms
64 bytes from 192.168.80.2: icmp_seq=3 ttl=63 time=99.1 ms
64 bytes from 192.168.80.2: icmp_seq=4 ttl=63 time=140 ms
64 bytes from 192.168.80.2: icmp_seq=5 ttl=63 time=158 ms
64 bytes from 192.168.80.2: icmp_seq=6 ttl=63 time=163 ms
64 bytes from 192.168.80.2: icmp_seq=7 ttl=63 time=193 ms
64 bytes from 192.168.80.2: icmp_seq=8 ttl=63 time=190 ms
64 bytes from 192.168.80.2: icmp_seq=9 ttl=63 time=191 ms
64 bytes from 192.168.80.2: icmp_seq=10 ttl=63 time=183 ms
64 bytes from 192.168.80.2: icmp_seq=11 ttl=63 time=199 ms
64 bytes from 192.168.80.2: icmp_seq=12 ttl=63 time=216 ms
64 bytes from 192.168.80.2: icmp_seq=13 ttl=63 time=208 ms
64 bytes from 192.168.80.2: icmp_seq=14 ttl=63 time=201 ms
64 bytes from 192.168.80.2: icmp_seq=15 ttl=63 time=193 ms
64 bytes from 192.168.80.2: icmp_seq=16 ttl=63 time=210 ms
