PING 192.168.50.2 (192.168.50.2) 56(84) bytes of data.
64 bytes from 192.168.50.2: icmp_seq=1 ttl=63 time=0.039 ms
64 bytes from 192.168.50.2: icmp_seq=2 ttl=63 time=95.0 ms
64 bytes from 192.168.50.2: icmp_seq=3 ttl=63 time=100 ms
64 bytes from 192.168.50.2: icmp_seq=4 ttl=63 time=142 ms
64 bytes from 192.168.50.2: icmp_seq=5 ttl=63 time=159 ms
64 bytes from 192.168.50.2: icmp_seq=6 ttl=63 time=152 ms
64 bytes from 192.168.50.2: icmp_seq=7 ttl=63 time=169 ms
64 bytes from 192.168.50.2: icmp_seq=8 ttl=63 time=181 ms
64 bytes from 192.168.50.2: icmp_seq=9 ttl=63 time=179 ms
64 bytes from 192.168.50.2: icmp_seq=10 ttl=63 time=171 ms
64 bytes from 192.168.50.2: icmp_seq=11 ttl=63 time=212 ms
64 bytes from 192.168.50.2: icmp_seq=12 ttl=63 time=205 ms
64 bytes from 192.168.50.2: icmp_seq=13 ttl=63 time=198 ms
64 bytes from 192.168.50.2: icmp_seq=14 ttl=63 time=203 ms
64 bytes from 192.168.50.2: icmp_seq=15 ttl=63 time=208 ms
64 bytes from 192.168.50.2: icmp_seq=16 ttl=63 time=225 ms
