PING 192.168.10.2 (192.168.10.2) 56(84) bytes of data.
64 bytes from 192.168.10.2: icmp_seq=1 ttl=63 time=0.043 ms
64 bytes from 192.168.10.2: icmp_seq=2 ttl=63 time=100 ms
64 bytes from 192.168.10.2: icmp_seq=3 ttl=63 time=116 ms
64 bytes from 192.168.10.2: icmp_seq=4 ttl=63 time=145 ms
64 bytes from 192.168.10.2: icmp_seq=5 ttl=63 time=162 ms
64 bytes from 192.168.10.2: icmp_seq=6 ttl=63 time=179 ms
64 bytes from 192.168.10.2: icmp_seq=7 ttl=63 time=207 ms
64 bytes from 192.168.10.2: icmp_seq=8 ttl=63 time=217 ms
64 bytes from 192.168.10.2: icmp_seq=9 ttl=63 time=191 ms
64 bytes from 192.168.10.2: icmp_seq=10 ttl=63 time=184 ms
64 bytes from 192.168.10.2: icmp_seq=11 ttl=63 time=200 ms
64 bytes from 192.168.10.2: icmp_seq=12 ttl=63 time=217 ms
64 bytes from 192.168.10.2: icmp_seq=13 ttl=63 time=210 ms
64 bytes from 192.168.10.2: icmp_seq=14 ttl=63 time=205 ms
64 bytes from 192.168.10.2: icmp_seq=15 ttl=63 time=197 ms
64 bytes from 192.168.10.2: icmp_seq=16 ttl=63 time=214 ms
64 bytes from 192.168.10.2: icmp_seq=17 ttl=63 time=203 ms
64 bytes from 192.168.10.2: icmp_seq=18 ttl=63 time=196 ms
64 bytes from 192.168.10.2: icmp_seq=19 ttl=63 time=211 ms
64 bytes from 192.168.10.2: icmp_seq=20 ttl=63 time=227 ms
